"","shortPostCode","population2019","population2020","population2021","population2022"
"927","LA1 ",52341.1278181431,52634.8952194123,52930.3114060563,53227.385631972
"928","LA10",4024.46144072333,4047.04894749348,4069.76322786293,4092.60499335534
"929","LA11",9727.29023391223,9781.88517468875,9836.78653251326,9891.99602716796
"930","LA12",20307.339913535,20421.3159534441,20535.931690021,20651.1907135976
"931","LA13",18917.5833640398,19023.7593204016,19130.5311950418,19237.9023325838
"932","LA14",38729.1562885001,38946.5257658211,39165.1152410507,39384.9315614928
"933","LA15",7870.92945940567,7915.10547527022,7959.52943140508,8004.20271938836
"934","LA16",3481.43066161523,3500.97037886617,3520.61976383345,3540.37943203303
"935","LA17",1180.58913828316,1187.21525846011,1193.87856809372,1200.57927591184
"936","LA18",9120.90586390819,9172.0974397216,9223.57633101368,9275.34415035804
"937","LA19",977.455402394572,982.94142352915,988.458235253064,994.006010380157
"938","LA2 ",22429.1824022721,22555.0673975249,22681.6589290991,22808.9609624681
"939","LA20",1165.5049499746,1172.04640933157,1178.62458298179,1185.23967698622
"940","LA21",933.208450022801,938.44613275211,943.71321225807,949.009853531672
"941","LA22",4970.74285394688,4998.64141615698,5026.69656055133,5054.90916595588
"942","LA23",9188.28190501975,9239.85163249573,9291.71079784696,9343.86102555914
"943","LA3 ",24584.2101052882,24722.1903096884,24860.9449354235,25000.478328975
"944","LA4 ",26540.1265226312,26689.0844133553,26838.8783382704,26989.5129896637
"945","LA5 ",16508.1356848861,16600.7884862701,16693.9613064962,16787.6570641982
"946","LA6 ",12576.1905991219,12646.775146765,12717.7558539864,12789.1349442533
"947","LA7 ",5346.84194910693,5376.85138776182,5407.02925600879,5437.376499168
"948","LA8 ",9058.55788556615,9109.39952999031,9160.52652588436,9211.94047479882
"949","LA9 ",30569.6160261241,30741.1896438916,30913.7262278373,31087.2311826609
"950","LD1 ",11404.6519738239,11468.661197782,11533.0296769599,11597.7594276969
"951","LD2 ",5719.92420660527,5752.02758954095,5784.31115444386,5816.77591259499
"952","LD3 ",19348.9911496646,19457.5884054778,19566.795169243,19676.6148618566
"953","LD4 ",773.316053952084,777.656331989626,782.020970071612,786.410104920103
"954","LD5 ",1112.20748461769,1118.44980907741,1124.72716891964,1131.03976078236
"955","LD6 ",2696.0472570163,2711.17896757372,2726.39560567229,2741.69764797243
"956","LD7 ",4839.00760938547,4866.16680043443,4893.47842390715,4920.9433353388
"957","LD8 ",4177.31454891672,4200.75995199598,4224.33694366382,4248.04626246828
"958","LE1 ",13382.6918673528,13457.8029468374,13533.3355913043,13609.2921668098
"959","LE10",47740.4503840328,48008.3962352087,48277.8459469177,48548.807959658
"960","LE11",60705.8130415155,61046.5276894899,61389.1546167919,61733.7045561923
"961","LE12",62470.6630736169,62821.2830375287,63173.8708748877,63528.4376304898
"962","LE13",27310.4257389216,27463.7069755192,27617.8485113197,27772.8551747987
"963","LE14",17418.2150461691,17515.9757170251,17614.285074916,17713.1461993773
"964","LE15",32506.4258049429,32688.8698719957,32872.3379162092,33056.8356847105
"965","LE16",35171.2990727882,35368.6998847037,35567.2086193168,35766.8314949033
"966","LE17",20763.8880130073,20880.4264537345,20997.618972742,21115.4692410797
"967","LE18",33045.4341338354,33230.9034141887,33417.4136508755,33604.9706863193
"968","LE19",14844.8525207291,14928.1700556968,15011.9552148207,15096.2106226665
"969","LE2 ",119694.039840963,120365.829091544,121041.388795505,121720.740114721
"970","LE3 ",101479.379652102,102048.938140532,102621.69330668,103197.663092071
"971","LE4 ",97601.7376442489,98149.5326578896,98700.4022005727,99254.3635282581
"972","LE5 ",85914.508542778,86396.7083530997,86881.6145358493,87369.2422806879
"973","LE6 ",12140.7603632815,12208.9010352546,12277.4241504221,12346.3318552671
"974","LE65",14103.7160685019,14182.8739351814,14262.4760796546,14342.5249954544
"975","LE67",59234.6018751542,59567.0592711534,59901.3826022083,60237.5823409802
"976","LE7 ",45032.3357763697,45285.0821883322,45539.2471531558,45794.838632545
"977","LE8 ",35209.5123498366,35407.1276358294,35605.852048267,35805.6918121815
"978","LE9 ",55557.0767655277,55868.8938536162,56182.4610319198,56497.7881229141
"979","LL11",38552.1684790131,38768.544602713,38986.1351490707,39204.9469340988
"980","LL12",28484.9812018813,28644.8546943279,28805.6254853686,28967.2986111402
"981","LL13",35060.6816918588,35257.4616577611,35455.3460618293,35654.3411027821
"982","LL14",33611.5940016833,33800.2408848131,33989.9465587432,34180.7169659942
"983","LL15",10892.7951838868,10953.9315840203,11015.4111154951,11077.2357041542
"984","LL16",15936.9477542687,16026.3947326029,16116.3437369244,16206.7975848814
"985","LL17",5305.61183439687,5335.38986681049,5365.33503003618,5395.44826210464
"986","LL18",40779.6002859101,41008.4779906935,41238.6402839324,41470.0943754487
"987","LL19",20035.8245239809,20148.2766691304,20261.3599580062,20375.0779329365
"988","LL20",8363.67961081857,8410.62121346908,8457.82627839479,8505.29628429194
"989","LL21",6100.04575198094,6134.28258758007,6168.71157926449,6203.33380552061
"990","LL22",17799.3422040987,17899.2419716728,17999.7024320774,18100.7267322312
"991","LL23",4386.48196012873,4411.10132657835,4435.85887054924,4460.75536757021
"992","LL24",1949.88274201962,1960.82656401546,1971.83180880215,1982.89882111844
"993","LL25",476.660350550439,479.335632461746,482.025929536988,484.731326049582
"994","LL26",4602.68865921806,4628.5214974207,4654.49932382024,4680.62295217076
"995","LL27",787.394629706738,791.813924509593,796.258022842746,800.727063917348
"996","LL28",14236.4569256172,14316.3598075125,14396.7111486395,14477.5134659999
"997","LL29",20441.0863832042,20555.8130823838,20671.1836913467,20787.2018240714
"998","LL30",22008.8363547403,22132.362135143,22256.5812106467,22381.4974724075
"999","LL31",9526.16772313146,9579.63385297494,9633.40006435419,9687.46804149303
"1000","LL32",6554.58262634549,6591.37057465329,6628.36499730399,6665.56705314595
"1001","LL33",3898.75987148534,3920.64187142234,3942.64668526351,3964.77500230851
"1002","LL34",4377.43144714359,4402.00001710123,4426.70647948209,4451.55160821484
"1003","LL35",882.927822327607,887.883302323656,892.866595218303,897.87785711294
"1004","LL36",4701.23868950064,4727.62464506047,4754.15869321819,4780.84166515147
"1005","LL37",528.952203353441,531.920976107338,534.906411258346,537.908602325064
"1006","LL38",725.046651364698,729.11601477831,733.208217713436,737.32338835812
"1007","LL39",311.739891710203,313.489548656416,315.249025646553,317.01837779614
"1008","LL40",4155.19107273083,4178.51230660746,4201.96443216632,4225.54818404404
"1009","LL41",6515.36373674324,6551.9315669191,6588.70463601297,6625.68409593933
"1010","LL42",2536.15486094559,2550.38916681123,2564.70336348583,2579.09789936086
"1011","LL43",469.621062673112,472.256836201762,474.907403151421,477.57284655096
"1012","LL44",1079.02227033886,1085.07834099463,1091.16840167339,1097.292643146
"1013","LL45",648.620097268003,652.260512527059,655.92135981299,659.602753801647
"1014","LL46",1910.66385241737,1921.38755628126,1932.17144751113,1943.01586391183
"1015","LL47",553.086904647134,556.191134712996,559.312787437433,562.451960606056
"1016","LL48",2601.51967694934,2616.12084636822,2630.80396563753,2645.56949470521
"1017","LL49",4677.10398820695,4703.35448645481,4729.7523170391,4756.29830687048
"1018","LL51",633.535908959445,637.091663398523,640.66737470106,644.263154876027
"1019","LL52",2666.88449295309,2681.85252592521,2696.90456778922,2712.04109004956
"1020","LL53",17319.6650158865,17416.8725693853,17514.625705518,17612.9274863965
"1021","LL54",11305.0963309874,11368.5467935336,11432.3533752211,11496.5180747878
"1022","LL55",21814.7531318369,21937.1896096892,22060.3132688732,22184.1279662312
"1023","LL56",2296.81907311646,2309.71009397179,2322.67346637654,2335.70959640769
"1024","LL57",27838.3723297211,27994.616695018,28151.7379902372,28309.7411371953
"1025","LL58",3879.65323296117,3901.42799585953,3923.3249707884,3945.34484366939
"1026","LL59",5661.59867847885,5693.37470624395,5725.32907867773,5757.46279674926
"1027","LL60",3166.67393224332,3184.44706038405,3202.31994116451,3220.29313445176
"1028","LL61",6084.96156367238,6119.11373845153,6153.45759415256,6187.99420659499
"1029","LL62",1713.56379185221,1723.18126100172,1732.85270871525,1742.5784379504
"1030","LL63",1377.68919884832,1385.42155373965,1393.19730688961,1401.01670187327
"1031","LL64",1013.65745433511,1019.34666143764,1025.0677995217,1030.82104780164
"1032","LL65",23806.8716011205,23940.4889512645,24074.8562359887,24209.9776643414
"1033","LL67",1364.61623564757,1372.27521782825,1379.97718645927,1387.7223828044
"1034","LL68",6420.83615667628,6456.8734457136,6493.1129959782,6529.55594267212
"1035","LL69",598.339469572809,601.697682098605,605.074742773224,608.470757382915
"1036","LL70",355.986844081974,357.984839433456,359.994048641548,362.014534644625
"1037","LL71",1735.6872680381,1745.42890639024,1755.22522021275,1765.07651637464
"1038","LL72",713.984913271755,717.99219208405,722.021961964687,726.074349145999
"1039","LL73",255.425588691586,256.859178576547,258.300814562015,259.75054180716
"1040","LL74",2248.54967052908,2261.16977676047,2273.86071401837,2286.62287984571
"1041","LL75",1499.36831787069,1507.78360337651,1516.24612012584,1524.7561332066
"1042","LL76",325.818467464857,327.647141176383,329.486078417688,331.335336793386
"1043","LL77",7407.34207205598,7448.91617871988,7490.72362229843,7532.76571240765
"1044","LL78",511.856789937075,514.729613761664,517.618561464825,520.523723542695
"1045","LN1 ",28521.1832538219,28681.2599322364,28842.2350496373,29004.1136485617
"1046","LN10",6018.59113511472,6052.37080228597,6086.34005966007,6120.49997132226
"1047","LN11",28380.3974962753,28539.6840070367,28699.8645219259,28860.9440585893
"1048","LN12",13295.2035751632,13369.8236218919,13444.8624776551,13520.3224930412
"1049","LN13",7809.58709361753,7853.41882214751,7897.49655861656,7941.82168375751
"1050","LN2 ",38853.8522451842,39071.9215852837,39291.2148513093,39511.7389126112
"1051","LN3 ",8944.92366697502,8995.12753322201,9045.61317137449,9096.38216289248
"1052","LN4 ",38874.9701088162,39093.1579740637,39312.570430466,39533.2143511071
"1053","LN5 ",32367.6512725042,32549.3164600131,32732.0012531794,32915.7113745947
"1054","LN6 ",58676.4869077375,59005.8118533975,59336.9851530669,59670.0171807323
"1055","LN7 ",6104.06820219655,6138.32761401434,6172.77930862768,6207.4243652341
"1056","LN8 ",17380.0017691208,17477.5479658995,17575.6416459657,17674.285882099
"1057","LN9 ",9729.30145902004,9783.90768790589,9838.82039719485,9894.04130702471
"1058","LS1 ",5791.32269793245,5823.82680874936,5856.51335064033,5889.38334750959
"1059","LS10",35733.4364904205,35933.9923288939,36135.6737978214,36338.4872148647
"1060","LS11",34990.2888130855,35186.6736951613,35384.1607979736,35582.7563077958
"1061","LS12",41178.82846981,41409.9468642954,41642.3624232281,41876.0824270134
"1062","LS13",35217.5572502678,35415.2176886979,35613.9875069934,35813.8729316085
"1063","LS14",34677.5433088214,34872.1728898963,35067.8948399863,35264.7152900713
"1064","LS15",35187.3888736507,35384.8799904408,35583.4795367695,35783.1937337573
"1065","LS16",36661.6168776738,36867.3821786031,37074.3023483755,37282.3838687545
"1066","LS17",43669.7307658299,43914.8294837211,44161.3038313782,44409.1615295974
"1067","LS18",19001.0492060138,19107.6936189129,19214.9365793278,19322.7814466389
"1068","LS19",19946.3250066835,20058.2748309678,20170.8529796754,20284.0629793111
"1069","LS2 ",10176.7990455073,10233.9168787191,10291.3552888488,10349.1160751514
"1070","LS20",12734.0717700848,12805.5424343103,12877.4142314913,12949.6894130081
"1071","LS21",17828.5049681619,17928.5684133213,18029.1934699605,18130.3832901541
"1072","LS22",15879.6278386962,15968.7531059144,16058.3785934991,16148.507108964
"1073","LS23",9258.67478379303,9310.63959509556,9362.89606170264,9415.44582054537
"1074","LS24",11915.5031512071,11982.3795549351,12049.6313060839,12117.2605113112
"1075","LS25",40141.0363141812,40366.3300442522,40592.8882475273,40820.7180209308
"1076","LS26",30189.4944807484,30358.9346458525,30529.3258030167,30700.6732897353
"1077","LS27",35895.340111599,36096.8046428735,36299.3999046894,36503.132243333
"1078","LS28",38108.6933427414,38322.580438334,38537.66798678,38753.9627256856
"1079","LS29",31632.5484956005,31810.0878791491,31988.623712058,32168.1615869529
"1080","LS3 ",2892.14170502756,2908.37400624469,2924.69741212738,2941.11243400548
"1081","LS4 ",9122.917089016,9174.11995293873,9225.61019569527,9277.38943021479
"1082","LS5 ",8554.74599606031,8602.7599690972,8651.0434231459,8699.59787068312
"1083","LS6 ",48547.9572648176,48820.4352918897,49094.4426165763,49369.9878221428
"1084","LS7 ",28424.6444486471,28584.1792978137,28744.6095449209,28905.9402154378
"1085","LS8 ",48557.0077778028,48829.5366013668,49103.5950076435,49379.1915814982
"1086","LS9 ",36610.3306374247,36815.8080915661,37022.4387989949,37230.2292324074
"1087","LU1 ",43598.3322745027,43843.0302645127,44089.1016351817,44336.5540946828
"1088","LU2 ",57209.2981915917,57530.3884614952,57853.2808678465,58177.9855252336
"1089","LU3 ",60889.84013888,61231.5876488581,61575.2532351575,61920.8476630849
"1090","LU4 ",52361.2400692211,52655.1203515837,52950.6500528722,53247.8384305395
"1091","LU5 ",38499.8766262101,38715.9592590674,38933.2546673493,39151.7696578233
"1092","LU6 ",31006.0518745183,31180.0750120106,31355.0748637425,31531.0569115755
"1093","LU7 ",54270.8983090846,54575.4966512563,54881.8045680426,55189.8316545229
"1094","M1  ",12289.5910212593,12358.5670133228,12427.9301368598,12497.6825646666
"1095","M11 ",20557.737439457,20673.1188489778,20789.147842879,20905.8280557629
"1096","M12 ",16266.7886719492,16358.0869002135,16449.8975447053,16542.2234813883
"1097","M13 ",24095.4824040909,24230.7195979238,24366.715817797,24503.4753237849
"1098","M14 ",53116.455097203,53414.574064619,53714.3662408095,54015.8410167488
"1099","M15 ",22435.2160775956,22561.1349371763,22687.7605231439,22815.0968020384
"1100","M16 ",35921.4860380005,36123.0973146963,36325.8401455501,36529.7208814707
"1101","M18 ",23397.5872916816,23528.9075115769,23660.964773285,23793.7632134929
"1102","M19 ",34780.1157893196,34975.3210639704,35171.6219387474,35369.0245627655
"1103","M20 ",48867.7420569591,49142.0148934147,49417.8271009492,49695.1873193659
"1104","M21 ",29749.0361821385,29916.0042512992,30083.9094377484,30252.7570011072
"1105","M22 ",42608.8095214613,42847.9537616807,43088.4402118391,43330.2764051622
"1106","M23 ",31122.7029307712,31297.3807786046,31473.0390152748,31649.6831432669
"1107","M24 ",47010.3756698986,47274.2239373876,47539.5530675003,47806.371371658
"1108","M25 ",31651.6551341246,31829.3017547119,32007.9454265331,32187.591745592
"1109","M26 ",35008.3898390558,35204.8763141155,35402.4655801079,35601.1638265066
"1110","M27 ",42305.1145301823,42542.5542658928,42781.3266449189,43021.439146793
"1111","M28 ",39646.2749376605,39868.7917928362,40092.557535856,40317.5791761704
"1112","M29 ",23024.5050341832,23153.7313097978,23283.68287485,23414.3638000659
"1113","M3  ",11774.7173936605,11840.8036297354,11907.2607783726,11974.0909213387
"1114","M30 ",36184.9565271233,36388.0465461414,36592.2764188385,36797.6525427049
"1115","M31 ",8442.11739002308,8489.49922893746,8537.14700097683,8585.06219870516
"1116","M32 ",28746.4404658963,28907.7814125559,29070.0278939754,29233.1849925177
"1117","M33 ",60813.4135847833,61154.7321466068,61497.966377257,61843.1270285284
"1118","M34 ",46549.8051202106,46811.0684106629,47073.798055416,47338.0022844624
"1119","M35 ",20796.0676147322,20912.7866652087,21030.1608076475,21148.1937187877
"1120","M38 ",13030.7274734865,13103.8631338382,13177.4092720259,13251.3681918787
"1121","M4  ",10800.2788289277,10860.895976032,10921.8533401419,10983.1528307437
"1122","M40 ",41086.3121148508,41316.9112563071,41548.804647875,41781.9995536029
"1123","M41 ",41713.8143484869,41947.9353800542,42183.3704285312,42420.1268689087
"1124","M43 ",23385.5199410347,23516.7724322741,23648.7615851955,23781.4915343524
"1125","M44 ",19799.5055738135,19910.6313661167,20022.3808579193,20134.7575497684
"1126","M45 ",22849.528449804,22977.7726599067,23106.7366475516,23236.4244525287
"1127","M46 ",22327.6155343279,22452.9304800594,22578.9487626788,22705.6743297023
"1128","M5  ",15817.2798603541,15906.0551961831,15995.3287883698,16085.1034334048
"1129","M50 ",3468.35769841448,3487.82404295477,3507.39964340311,3527.08511296416
"1130","M6  ",32153.4557985227,32333.9188023879,32515.39466459,32697.8890698509
